index,value
306,-1.1182188198944858
307,-1.1008549893206077
308,-1.1401003559465577
309,-1.0148554059299297
310,-0.9716356865994754
311,-1.0049369674575905
312,-0.9137796939911277
313,-0.9205912895864582
314,-0.7901044454102859
315,-0.8062408765169177
316,-0.7218493430247919
317,-0.6307231132441151
318,-0.6945955072767211
319,-0.4628767596487445
320,-0.5156011361440751
321,-0.4208944093869461
322,-0.4316718263913802
323,-0.3574600895604812
324,-0.3028684993408816
325,-0.2008198078650196
326,-0.20934504529005352
327,-0.2541344953538864
328,-0.11010418471216125
329,-0.10642052006531069
330,-0.02513662217060101
331,0.055060548393649385
332,0.06359226546378458
333,0.10479509356159206
334,0.2855734042445336
335,0.25356269745340354
336,0.27330678848916823
337,0.3583306836540281
338,0.40030217664426265
339,0.46876432151335634
340,0.5285253701769317
341,0.6269415700230921
342,0.7352662543449724
343,0.6862687384954945
344,0.6645296046231062
345,0.8103110097724163
346,0.8384338637965358
347,0.7928050906191118
348,0.9158558905940535
349,0.998032972924203
350,0.9195136665337846
351,1.0752539620230561
352,1.1279876563064142
353,1.1900960976258574
354,1.2010818805086003
355,1.250736541229835
356,1.2748100004417593
357,1.3623503293870127
358,1.404516735327912
359,1.5077122171685773
360,0.03655813345171209
361,0.014622928958245171
362,0.23672702448092373
363,0.35971353168737885
364,0.4050833466413705
365,0.5803992472749687
366,0.6598740368055703
367,0.6680175006078818
368,0.6920046884665009
369,0.8571421539399832
370,0.8177558068234613
371,0.8852076428319018
372,0.9333793531250151
373,0.9366190109397439
374,1.083203616086107
375,0.9975193560199976
376,0.9547214029917475
377,1.0508395391914678
378,0.9746974770658585
379,0.8773781094380942
380,0.8494965708798464
381,0.8966934201011832
382,0.6775725383120637
383,0.6404422875930064
384,0.5465781141809933
385,0.46948233099209025
386,0.5258481438783074
387,0.2871618972796214
388,0.16718868697318584
389,0.002684401394242017
390,0.007894646119299758
391,-0.20339182845800768
392,-0.1764880502525567
393,-0.35048667024827523
394,-0.4785770376486158
395,-0.4838062516992427
396,-0.6694262841749883
397,-0.7254745980409373
398,-0.7200702396585636
399,-0.8564678867577457
400,-0.816975275952435
401,-0.9097347129965069
402,-1.0594010905698366
403,-0.947048137880806
404,-1.0145662644624927
405,-0.996658061499091
406,-1.0638026286606466
407,-1.0448776434273388
408,-1.0079031207206548
409,-0.9094318664607087
410,-0.83225542267595
411,-0.8700409989319787
412,-0.7249268209337244
413,-0.6507907801612999
414,-0.5667727784060815
415,-0.5400491419184479
416,-0.38766335503635674
417,-0.3082327507832234
418,-0.2001729541104647
419,-0.058541102077080555
420,-1.4346837097949356
421,-1.399333421692178
422,-1.3938806114561488
423,-1.4032408313015188
424,-1.2602856581609492
425,-1.262063149085788
426,-1.206505303846414
427,-1.181414774035257
428,-1.0823432367347563
429,-1.1006542998084634
430,-1.0398642689669122
431,-0.9066494164918503
432,-0.9419096626946741
433,-0.9148732657268657
434,-0.7486255734434278
435,-0.7125521448618198
436,-0.6004335877171834
437,-0.5808834960989188
438,-0.5460744240076838
439,-0.5011089812099431
440,-0.43701639377633383
441,-0.44967055606012174
442,-0.33773462555721157
443,-0.37877244545398037
444,-0.27212062693226197
445,-0.21135572420441318
446,-0.19675867403803943
447,-0.14317038469001478
448,-0.12310474938808544
449,-0.050011913529581946
450,0.07072324457863215
451,0.015234877052563281
452,0.15967619285480306
453,0.22936540106226894
454,0.22878481991962318
455,0.29659703966637496
456,0.29037238819707684
457,0.386788095926182
458,0.36190761533647936
459,0.3761943112322288
460,0.5192762254614528
461,0.5977550078761652
462,0.6217090968897933
463,0.6143482825898223
464,0.7364553076164301
465,0.7857024244744589
466,0.8082336247963069
467,0.8827297968482085
468,0.9474842089492693
469,1.0268717496326754
470,1.0057913586396594
471,1.1106712581086968
472,1.1183190061110486
473,1.0988121058331417
474,1.2703438393199307
475,1.255633710798187
476,1.25615921925202
477,1.4407674292378563
478,1.3577531881433642
479,1.416677985744568
480,0.03648585864221873
481,0.7607461908864215
482,1.131515348326969
483,0.8625381374555565
484,0.44400541875005617
485,-0.045891286881978556
486,-0.18293035542284947
487,0.20135647388264794
488,0.641166922798282
489,1.1938183504904565
490,1.488368915824471
491,1.335776773099512
492,1.0034589251875323
493,0.592018190500889
494,0.4848346572430197
495,0.7191168656339426
496,1.0170701538867817
497,1.3235757949397977
498,1.4225370324627868
499,1.183807753553261
500,0.8962585056360036
501,0.6276486025407431
502,0.47108077979104385
503,0.42454493151032885
504,0.48448949247105755
505,0.6750330282350172
506,0.678088879024477
507,0.43355769722559323
508,0.20921954575384644
509,-0.01671659642711426
510,-0.2738260527492115
511,-0.28010529060043077
512,-0.22919364936123646
513,-0.2187950158557129
514,-0.2078877776273817
515,-0.38917446997089566
516,-0.5517765663782056
517,-0.8044427508661787
518,-0.8063399794446853
519,-0.9578000804843936
520,-0.8548649200370733
521,-0.7986737334780054
522,-0.8020956502817143
523,-0.851729092668283
524,-1.0767062099374989
525,-1.0451353512209136
526,-1.1400832934548126
527,-1.0067536019788608
528,-1.0053657149930904
529,-0.8228928908339155
530,-0.8342499451067523
531,-0.86282285360616
532,-0.6812587554012969
533,-0.7324637256298776
534,-0.6347985516863975
535,-0.5982133756779229
536,-0.49501179133806605
537,-0.33807481499729697
538,-0.08640753311309833
539,-0.09848617099763896
540,-1.4956504057421374
541,-1.5187064263630035
542,-1.4360170529425575
543,-1.4036692471316523
544,-1.3127085555009521
545,-1.2807477969677215
546,-1.1808829626882384
547,-1.147349719090494
548,-1.1554544141603147
549,-1.1158187410691272
550,-0.9459988395989053
551,-0.9660315924093981
552,-0.899365478764891
553,-0.8745031715651723
554,-0.7761713569925401
555,-0.8454610492220175
556,-0.7492109535894843
557,-0.5734398850228222
558,-0.5815294177851739
559,-0.598236945401927
560,-0.423997733481974
561,-0.5058581678777687
562,-0.34780993650593317
563,-0.4244497995373548
564,-0.2814133294159191
565,-0.32953898309380414
566,-0.10459929642569062
567,-0.08015411686876939
568,-0.10277337039967542
569,-0.05189631797332881
570,-0.008692848836372336
571,0.04501736470923462
572,0.11324099658403022
573,0.1655538294891276
574,0.19742022229233877
575,0.2798568501003478
576,0.3449190060814654
577,0.32922486471870294
578,0.4555701768676448
579,0.5403335416961321
580,0.5356591259612924
581,0.5258240186201728
582,0.617000157302849
583,0.657951263643982
584,0.6176234010375612
585,0.7394770795304828
586,0.7679552468904586
587,0.8175368407605708
588,0.8732317914879818
589,0.963924588515462
590,0.9959802391553851
591,1.0345895637176665
592,1.1375257919763286
593,1.2137653621753066
594,1.2993577714074287
595,1.2292149748119228
596,1.3137097471126136
597,1.3214191171232925
598,1.4806978754516535
599,1.4739640095384619
600,-0.015672554580532964
601,0.1389693725026865
602,0.23597476638925086
603,0.2730545095219173
604,0.39479482858089077
605,0.45877199610794545
606,0.5804459339030681
607,0.699986116345096
608,0.8175229684639828
609,0.8674958963261483
610,1.0033498127088754
611,0.8930565173023326
612,0.971640442236123
613,0.9130369377349131
614,1.0140236375246752
615,1.0402904606975656
616,1.0398414954836017
617,0.8944055115890731
618,0.9653399184124071
619,0.9344520685226707
620,0.885814682830775
621,0.7929608710686236
622,0.7566170718497057
623,0.6578267099698363
624,0.621099124766658
625,0.46131907532163263
626,0.3754676343594754
627,0.29392461998099517
628,0.19120766423144323
629,0.1717202466751448
630,-0.030895185399289597
631,-0.16026594783620016
632,-0.18562953697862597
633,-0.27131067266208087
634,-0.42753032354608006
635,-0.5334476092316072
636,-0.6309798774794733
637,-0.6115422653390866
638,-0.6865799564664464
639,-0.854608908481403
640,-0.893596661806542
641,-1.0302079928850596
642,-0.972627005233273
643,-0.9720804376963814
644,-0.912815863728849
645,-1.0108114406543969
646,-0.994128455886154
647,-0.9332343362977785
648,-0.941962435608181
649,-0.8991618828844771
650,-0.8562696716868082
651,-0.8092782816277013
652,-0.7832244627769877
653,-0.5948457842474791
654,-0.5508257592543286
655,-0.42998162933126816
656,-0.35373399212932943
657,-0.385721159251052
658,-0.15557473473698852
659,-0.0949870356998874
660,-1.5004053233453505
661,-1.5177147133863016
662,-1.384472430653088
663,-1.3404767827551967
664,-1.3680132921931845
665,-1.265919876815968
666,-1.1511584809398099
667,-1.1799993357160237
668,-1.1453235441535532
669,-1.0012260414729754
670,-0.9995915062855191
671,-0.9554162679137003
672,-0.8751699183933448
673,-0.8091262120315365
674,-0.8253512019111423
675,-0.7085580089575466
676,-0.6668686485849603
677,-0.6387339037158819
678,-0.7310016455755352
679,-0.5474114637690022
680,-0.5006648687889518
681,-0.3954246680258484
682,-0.43695585952454724
683,-0.323624227980028
684,-0.33421344626292293
685,-0.3359076251826183
686,-0.1859442306041279
687,-0.08567303925810592
688,-0.1217301315559706
689,0.05023782830285067
690,-0.0038776530040446617
691,0.06266934026953408
692,0.04496122184550006
693,0.10306369751063751
694,0.14099309949636418
695,0.24021786214313576
696,0.2338183197002598
697,0.3806524486608756
698,0.5156736110659308
699,0.3924389170451701
700,0.48941172598985494
701,0.5570652106445478
702,0.5951527531152724
703,0.727154232809814
704,0.6873415111198414
705,0.7841620925023879
706,0.7551621439345331
707,0.8447645465927734
708,0.9398407326843389
709,0.9916872394585798
710,1.029009428967142
711,1.1219282281440264
712,1.117332630579891
713,1.2006841322133197
714,1.1771194201896025
715,1.2775454847128347
716,1.2451390102173543
717,1.3390102522721052
718,1.3462972055449984
719,1.4551020158304555
720,-0.04845837111122805
721,0.059308973734221046
722,0.2971031250395999
723,0.2925270529332657
724,0.4126251910696179
725,0.5253866922814892
726,0.5737386620231834
727,0.6412389840205208
728,0.7934550651625508
729,0.8244097175088869
730,0.8175227192880254
731,1.0134154978207872
732,0.9646199427841194
733,1.0063619865309141
734,0.9911124986030894
735,1.0480561019569374
736,0.9792987493179827
737,1.070522310721139
738,0.9871392665840311
739,0.9152069219039557
740,0.9056227873190098
741,0.8927205415586263
742,0.7466820077684035
743,0.5558682775127944
744,0.5446785870351195
745,0.40239063179423323
746,0.33117527365341826
747,0.34922482765204776
748,0.26035812921187346
749,0.12716229351890926
750,0.05783697124346368
751,-0.14059108821096566
752,-0.19444411290276423
753,-0.25192099127953
754,-0.47228981481158866
755,-0.4106432073985771
756,-0.6177284402107023
757,-0.657926992344904
758,-0.6920234886895605
759,-0.8287375724725358
760,-0.8519725096585907
761,-0.9666199960345192
762,-1.0192125889554733
763,-0.9369374004296287
764,-0.9976864635246977
765,-1.0020017723756636
766,-1.0588452157442219
767,-0.9552694200270255
768,-1.033664540582687
769,-0.8896353346168103
770,-0.8199250105736635
771,-0.838470736585405
772,-0.725071354818263
773,-0.6565499006536818
774,-0.5826247292704914
775,-0.4719063091095972
776,-0.44559779027084223
777,-0.3642934648763914
778,-0.21697274384684528
779,-0.09503272746385825
780,-1.605057955571785
781,-1.3956559420857115
782,-1.3469122549074932
783,-1.3584305070897211
784,-1.2948889747094694
785,-1.307663683730995
786,-1.0868413658064675
787,-1.206592702031641
788,-1.128924007922184
789,-1.0700817711367727
790,-1.0049129273085724
791,-0.9209214007296398
792,-0.9668107875484937
793,-0.8632343634168778
794,-0.7499559375376719
795,-0.7123960481042966
796,-0.6405828593790541
797,-0.5767614671435732
798,-0.5506343982588423
799,-0.47359659364600404
800,-0.5318852545317487
801,-0.4511777640324633
802,-0.42243036295520253
803,-0.33774582916815277
804,-0.29826204479965424
805,-0.2883400410650825
806,-0.10315671563669863
807,-0.13066354113282247
808,-0.04860092428627835
809,-0.034874308816343826
810,-0.04383099736036136
811,-0.0059407783563684285
812,0.1014662059705689
813,0.20269017832550573
814,0.23474661951116127
815,0.2642582245036357
816,0.245438478764914
817,0.37271263375364755
818,0.39657211019622063
819,0.4742262899869402
820,0.563955190251797
821,0.5068263432865308
822,0.5672126706179103
823,0.625673949226472
824,0.7099565997347859
825,0.7642883451923336
826,0.8319823803197173
827,0.8186774326442484
828,0.8033706294802399
829,0.9971649658663568
830,0.9659362356349449
831,0.9882171223720233
832,1.1232650420258958
833,1.1703696537702184
834,1.243433617961898
835,1.1569947966893723
836,1.258657099077388
837,1.3679604975670732
838,1.4439028033591677
839,1.4524894812706122
840,-0.06754760616874131
841,0.16144143736633576
842,0.16870296975887644
843,0.3372163774079468
844,0.40044942958873936
845,0.5868826862183815
846,0.5932336645188118
847,0.6386634415094535
848,0.7382808480302556
849,0.7750143740263342
850,0.7622470689361387
851,0.9929204953316066
852,0.9228180618816202
853,1.026724504070484
854,0.8841923416208677
855,1.0654105860907497
856,1.0895394599021393
857,1.0226206898482513
858,0.9141186582835492
859,0.9787180469434305
860,0.8797886125192901
861,0.7171764743253468
862,0.694931815434919
863,0.6658188360556961
864,0.628689936931431
865,0.4678035331565175
866,0.4045056135066524
867,0.37789031671904183
868,0.17148761156110454
869,0.0838369035156668
870,0.016212319753703724
871,-0.07912908846731243
872,-0.14744498829234395
873,-0.29595710305122086
874,-0.3709274090265694
875,-0.5749401656046952
876,-0.5258526495018974
877,-0.6561645468378658
878,-0.7259712497905829
879,-0.7567715179423191
880,-0.8720474090491811
881,-0.8721319045822471
882,-0.9610057925378581
883,-0.9948247914061992
884,-1.0239987641745074
885,-1.0383723215890646
886,-1.0275636469333105
887,-1.0416883348391532
888,-0.9548491846257601
889,-0.9860680691298034
890,-0.820063162608496
891,-0.8341709217588499
892,-0.6730885217521637
893,-0.662396058209803
894,-0.6707670103100603
895,-0.5767570496697942
896,-0.4555156712066709
897,-0.2446099005047215
898,-0.19607278910915338
899,-0.0753233574018321
900,-1.5015875457517103
901,-1.593251500843842
902,-1.405940374912365
903,-1.3420275843892182
904,-1.2939398161239644
905,-1.2545000775323623
906,-1.245586668872174
907,-1.237699447104498
908,-1.1270213521034111
909,-1.1358289141798152
910,-0.9700235921961772
911,-0.9897392206735072
912,-1.0058239735856938
913,-0.8246266574642951
914,-0.8106102361553615
915,-0.7548666301182082
916,-0.6695906909197263
917,-0.6343340699181811
918,-0.5735191886428483
919,-0.5464362997959487
920,-0.5288941343295035
921,-0.47487785858953563
922,-0.4321713144835119
923,-0.3776077159220967
924,-0.2691408964838472
925,-0.2508847856325719
926,-0.1964791585901168
927,-0.21338824917805146
928,-0.05644270030638466
929,-0.06041530820331329
930,-0.03805168104537269
931,0.030920048511893918
932,0.12422366213347853
933,-0.004801282391750039
934,0.20037546385221286
935,0.27440262545651706
936,0.2574129094506977
937,0.44593087461945885
938,0.4858134104080366
939,0.46426384565707135
940,0.454975922521648
941,0.5053890402788358
942,0.6307690278626419
943,0.6107483149675924
944,0.678476032998153
945,0.729978434532353
946,0.8311322217206087
947,0.8700478445392299
948,0.9790239632257763
949,0.9940909166349235
950,1.0283032692071785
951,1.0971222434195378
952,1.0249098352683494
953,1.1194069717759838
954,1.160839397999124
955,1.2229649089953358
956,1.26926887815539
957,1.3391461427895825
958,1.498489539812271
959,1.5023937356429458
